TSNE_1,TSNE_2
50.545013,-24.398907
-34.66847,35.526627
-37.936794,-41.652348
-5.2291036,-43.422916
24.42588,20.209066
-65.638695,12.955194
-0.042530876,-2.4479764
-10.658432,10.185193
27.1867,-13.07492
51.233654,25.504667
-31.50273,-24.02612
42.760937,-10.58705
-27.932348,-2.9560223
-54.012722,-2.2920616
41.787422,33.941174
41.006374,-5.200178
49.40047,-21.73977
-46.84934,-0.9062447
51.109474,-26.7439
11.826072,-56.49599
-59.797962,-7.6015706
-35.649742,54.258087
42.333076,-9.292003
1.8888512,-46.294773
57.53249,-5.4667006
58.876728,16.168238
68.17695,-7.4819694
-22.814861,60.28116
-28.347967,-21.411793
2.049083,66.18611
11.915597,-61.701363
13.353932,28.107315
35.260258,39.874866
29.685614,-40.939415
41.709427,34.10488
-23.995153,-3.4862025
19.761057,-32.526367
-17.067526,58.54503
-65.2582,13.281058
33.66253,-42.82124
56.713516,20.119373
0.46586174,19.984158
19.327631,23.780985
49.041508,-34.882175
-49.69579,-24.883987
-55.454296,-2.93497
41.325283,-6.225939
-23.150162,-3.6226482
2.1028504,64.03002
44.494236,31.53902
47.28767,-37.262775
31.897089,42.658974
33.53603,41.32335
49.518524,27.029133
-30.261131,58.77168
20.550297,2.706109
-33.44444,17.555897
25.037443,-36.738228
-40.513077,33.565403
-20.228043,13.859902
-64.785126,13.68591
38.073162,37.37712
26.305716,-37.991455
-58.45163,-17.529457
-8.7515,-15.502532
7.540066,-24.15431
19.391771,49.983555
-12.491132,-40.637154
-27.975922,36.132282
36.366802,38.901
-8.535485,-14.037002
18.017801,50.367348
-60.36129,-13.2213955
-28.476324,36.142044
17.501696,3.9810302
-52.571407,25.034843
27.879353,-12.968617
-35.650948,18.662722
-21.007532,14.092086
-20.944365,-37.10649
-58.843494,-6.0588927
36.69185,5.752139
6.3330636,-22.641773
-33.86517,56.11493
21.458735,22.345642
-36.989178,-44.15752
25.844452,-13.202142
-35.824444,35.244827
-31.37746,16.788708
-32.51455,-25.00922
-27.929092,-2.9565687
8.294304,-24.982862
50.279694,-32.603416
24.262096,20.333897
2.7324603,70.951935
-35.056477,54.93469
4.3965397,74.346
47.43771,-18.603968
-21.976795,-15.640701
-36.033463,-29.546827
23.763247,1.494756
-1.2434618,23.216045
31.200766,-41.84665
28.827536,-40.006176
-47.98433,29.082623
12.0487175,-58.867706
2.213863,16.434278
-59.0364,-16.619854
-6.826278,8.858224
-45.072533,-0.92462903
-8.657095,9.444365
11.914104,5.950622
3.1758792,72.30257
-36.85751,-31.077244
50.435135,-32.171024
-16.264706,32.848557
-63.55071,14.728592
-15.84065,57.89859
-15.039297,-39.596466
-34.53216,35.55705
-28.207766,-55.294323
-30.696184,-2.6517692
-23.967377,-18.375437
-8.148487,-19.219753
50.404648,-32.250748
48.858303,27.609133
-28.391418,59.582066
19.427393,49.973656
-34.35442,-48.447002
40.138348,-42.556713
-16.675554,33.07299
-28.688215,-21.657087
2.4159036,2.2235813
-36.510914,53.085342
2.5695643,2.795851
-27.554813,15.738737
11.834335,-27.910429
-22.72941,-3.6958313
-0.53381157,21.830603
-16.282267,12.49564
-35.603397,18.633003
23.288492,21.071985
-12.141616,10.779799
3.4328165,8.245718
-8.187952,-19.11218
-14.404657,31.699911
9.4644375,-51.53678
11.838825,-56.55138
-1.7051399,-4.4762607
43.344376,32.58717
41.775932,34.125904
-33.533333,-2.327737
-33.202297,17.44799
-20.406199,34.707268
-44.17632,-0.99387306
58.17633,8.102618
35.74236,7.4401155
64.72119,-6.861271
3.6500552,-47.143845
-29.2531,59.2563
-8.501249,53.64121
11.542274,-62.014366
-52.8552,-1.878389
-12.189485,-40.759346
9.790382,31.400553
-31.620312,35.988792
27.573524,-13.0258
-43.536293,32.00607
-14.312891,31.70579
-8.712259,-16.504969
49.436764,27.100208
-1.3436241,-44.91167
-4.039045,-71.17329
-30.474815,-2.6755881
24.87385,-36.581985
30.044165,-41.15937
-60.20039,17.700228
71.78283,-8.112507
-40.210674,-1.4276714
-10.291461,54.57543
2.2520683,68.70349
-53.936234,-2.2609773
-49.430138,27.920258
11.851965,29.377398
-8.085586,-19.378246
-55.05226,-2.7655015
37.143265,-43.19179
-30.663227,36.066097
-25.159836,35.87893
41.567657,-6.968372
39.110176,0.45604923
3.0827675,5.206561
-6.848698,8.86429
2.8337512,-17.696608
-18.81612,13.395711
28.78075,16.404999
-12.405836,55.85067
38.848923,1.1135193
51.14502,-27.047028
-39.272423,-1.557618
42.83478,-41.189247
42.539543,-41.3828
15.830478,50.843727
41.429504,-42.007103
-11.600893,-69.456055
8.740634,-25.420973
15.223099,4.949731
-50.613976,-1.2553962
16.936243,-12.745972
1.9608538,17.041182
-56.18187,21.493254
56.30866,20.60882
-58.552807,19.209621
-42.0093,-1.2130535
-7.6809916,-11.754247
7.043718,-67.52762
-8.409712,-18.344835
37.998524,-43.108685
-23.329184,14.728568
-19.2871,13.556652
-48.549034,-0.9849834
16.835978,50.645603
57.4733,6.7660065
-15.586176,12.215074
-20.516708,34.745636
-41.84868,32.936665
-12.969237,56.200092
-30.904367,36.048435
18.643576,24.24295
3.146627,-69.80709
11.300568,-54.483097
12.38712,5.8234057
9.056801,-51.05022
-23.559305,-3.5510988
50.565285,26.099937
8.112129,33.379494
11.544956,-62.0154
23.640766,-13.288324
46.011925,-16.525808
-51.621223,-1.4999951
-62.19004,15.937864
30.5454,14.51459
8.63215,-50.641808
-52.402676,25.468315
22.272158,-13.268819
-20.213024,13.854585
-8.212965,-12.995387
-52.1612,25.325167
8.369904,78.524605
11.172335,-54.070183
-0.593692,-3.173129
-31.350874,-52.07738
-5.0243883,-8.095107
40.689,-4.1917577
-50.301517,-24.537525
59.24932,14.034709
16.163137,-30.477737
-19.17945,59.40493
-54.959873,-2.7115517
24.710709,-13.263817
28.600195,16.577263
22.953236,48.52994
20.05267,2.905836
-9.276406,-70.32465
-20.228085,-62.831844
-14.1038,-68.129684
50.972595,-25.968271
47.513977,-37.009487
-21.62417,14.26928
-6.667731,-42.888138
3.1196845,13.501768
13.488792,-28.967897
11.750363,-61.941692
58.952053,10.569192
-14.343999,31.478102
-8.891042,9.526184
-36.17738,-1.9881157
51.18884,-28.431536
-34.833443,-47.80645
-19.636894,34.42738
3.1988385,13.027662
26.795868,18.239666
9.112316,51.278934
-36.0823,-29.634245
4.7758217,-20.436747
-14.875889,32.011414
-23.968447,-18.375349
2.19843,68.31475
-13.411141,30.761068
67.325264,-7.3311305
-6.282335,8.707596
-8.656035,-42.144188
8.360046,-66.2473
3.5631037,73.08839
-35.51054,54.43689
37.635136,-43.17097
-50.74581,-24.266148
-36.53142,-30.446114
-19.917744,-4.342952
-7.570744,53.223877
24.440315,-13.273508
59.08433,15.331336
31.928047,-42.235283
-62.396164,15.75493
-31.658497,16.881458
4.618736,51.160095
58.279182,8.369754
17.456408,-12.964315
25.135828,-13.24369
-22.407604,35.3498
27.547981,-39.17
15.205452,4.7919617
38.460323,37.027657
-43.8857,31.800089
-17.192245,-5.1821647
17.046753,-30.958843
-26.786697,-3.094664
39.75906,-1.3324338
-56.253284,-20.120293
2.1031418,16.70899
14.937255,5.2035284
3.4291356,8.181753
8.987352,51.277298
22.26014,-34.288166
16.74038,4.2936893
51.144863,-27.044182
50.52438,-24.332151
2.1698043,1.4682877
-33.97445,-26.592573
21.642067,49.13404
-28.741943,-21.698826
27.060816,18.008934
58.935776,15.956839
41.00647,-5.2003508
58.379772,-5.6410217
45.287613,30.80526
-52.1612,25.325167
10.835108,51.27678
17.964622,-12.87434
11.770191,-61.111423
-23.371704,-3.584996
59.006496,15.679077
32.4936,12.15449
-55.742245,-3.165525
29.778711,15.379204
-21.409668,-36.91151
67.77709,-7.411019
40.84986,-4.7015586
-36.980164,-44.177227
-1.488024,23.815395
17.753412,-12.925808
13.214629,28.219265
26.99622,46.191772
-25.657187,60.259827
-59.17106,-16.369541
7.8423347,-49.914562
-38.47665,-38.522137
43.16425,-12.277032
37.781857,37.64363
-17.19972,58.607464
28.568419,45.127193
11.962036,-61.178383
2.3876948,15.964238
-34.189636,55.819687
2.8761697,-69.920456
-34.59764,-48.112366
27.65096,17.481352
-0.593692,-3.173129
40.18216,-2.5920608
-17.306545,12.867176
-17.81829,-38.443707
21.75059,49.085575
16.718925,25.566986
-28.24461,15.905732
41.1508,-5.67258
37.226482,4.7075906
-19.167736,-37.86707
-16.865808,-38.839775
6.7115483,-23.13835
22.253199,2.0354528
57.736786,7.2046933
-40.17045,-1.4352179
44.639977,-39.843822
39.719646,-1.2102046
25.118595,47.355972
14.699138,5.1023607
-5.703257,52.494743
30.777502,14.239588
-19.769459,13.715566
19.51482,23.64948
-0.118449055,-45.412704
-17.243862,-38.679
48.43142,-20.099466
-16.504292,12.577049
33.00562,11.489736
12.01735,-57.736042
11.473793,-27.665804
-26.523354,36.036877
-7.721594,-11.842053
39.05291,36.479374
33.42983,41.41215
-6.1373816,-43.08429
46.612087,-17.389376
14.701836,27.044716
11.775893,-27.86733
-41.455685,33.195606
37.106506,4.9511833
26.804377,-38.46851
-16.768963,-38.862415
22.480299,21.645187
22.699272,-13.282218
-20.651775,13.987752
-57.699623,-4.8062444
-0.43015832,-70.91998
16.746788,-30.791592
50.048904,-33.114376
2.1369755,63.45195
27.606062,17.520744
-34.064693,17.82888
-60.50565,-9.5595665
2.006773,1.0569235
20.063057,-32.72153
2.2879176,-46.480152
70.961555,-7.969463
-23.892435,-59.33496
5.6311817,-21.67894
-6.15118,-43.07688
8.680679,-25.517664
11.212181,-62.64167
49.187717,-21.322693
3.2308083,72.45875
45.419685,-15.642698
57.714104,18.740532
36.719303,38.591255
-17.521252,-5.0791836
41.635517,34.13978
-35.05648,54.934696
58.56517,9.141727
-15.669827,57.797768
-31.036383,-52.436924
-28.229673,-21.322144
49.139606,-34.73221
50.41734,-32.211952
-32.492546,-50.782776
-0.8629582,-3.5009127
-20.203726,-62.85252
-21.606304,-3.9232605
0.39529622,20.104393
-31.392256,58.082363
12.83486,-12.4938
43.954884,-13.187429
35.17174,-43.06382
-22.42848,14.492005
4.7034297,51.16106
43.66777,-12.668177
3.9769607,73.75757
50.71979,25.965223
16.141226,25.979174
-61.279613,16.741056
42.053246,-8.4734125
2.100085,-16.852045
-35.789616,-29.157148
45.219326,-15.33851
-7.5508237,-70.7281
41.129395,-5.567544
-8.794165,-70.45313
9.555788,51.283752
8.694278,78.772255
-16.664656,-38.9288
39.22756,0.15430279
-35.995,18.902483
-8.656553,-17.005049
3.4158137,72.86032
-31.245508,-2.5903237
-17.364462,-38.63032
-20.364614,59.782887
6.350672,51.201283
30.679413,14.350043
3.8443792,-19.064772
-14.846948,31.968143
-8.147043,-12.826338
28.459991,-40.207985
-44.50901,31.427334
12.0173435,-59.43535
-33.614307,-2.3181593
67.88414,-7.430436
28.826025,-40.006855
-13.71485,31.081205
-0.91935265,22.54886
-13.711916,56.651768
13.686491,-12.546077
14.205301,51.08136
40.7236,34.955566
-28.327946,36.14019
-20.232327,-37.413277
-35.10075,35.427296
33.798927,10.427935
20.147522,-32.768486
-4.6319227,-43.64767
11.959902,-61.129475
-58.136776,19.612185
12.454181,51.22535
5.6252747,-48.256397
1.7940085,-70.32839
-9.702707,54.244633
-15.922102,12.354965
44.204193,-40.18684
3.2501748,-18.242958
-36.29798,-30.01919
13.734492,5.429164
-63.127342,15.108158
57.881653,-5.5401583
5.850608,76.13819
-20.895668,-62.239
12.050222,-58.283623
8.739927,-25.438154
59.118393,-5.787712
-5.0366006,-43.49289
5.244007,-21.120277
50.719418,25.964966
48.322506,-35.921783
13.111069,-12.547931
57.609467,7.019943
-57.489616,-4.6044774
-60.504635,-9.564025
27.507313,-13.03173
59.087254,11.315849
-4.3579793,-71.15162
55.8496,21.121084
64.16446,-6.7590694
-36.73145,-1.913361
-15.396672,12.138614
22.582842,1.9162196
-9.815257,-70.15922
-6.735925,8.830681
9.242755,-65.34308
3.045024,71.94049
-20.845928,59.9168
58.876286,16.169374
50.71428,-24.94759
-16.732038,58.37485
48.012043,-19.453678
-22.663248,-3.7092087
58.22526,-5.608965
49.641502,-22.194798
43.786846,32.18297
-28.80619,59.435005
2.6195235,70.548744
8.889543,78.92128
50.31915,-32.51398
10.961696,6.1865
-16.90745,-5.2973094
-16.101402,-39.155605
-6.126776,-70.958176
54.53903,22.507486
-59.40425,18.404428
47.12364,-18.142935
-56.715107,-19.654182
-35.769436,54.05457
-33.132088,-25.640924
-51.684837,-23.655766
-23.813438,-59.44423
58.911846,10.348054
20.05267,2.905836
-34.08903,-2.2606986
-0.76980335,-3.3865333
17.60145,-12.645569
-60.46756,17.44961
50.05022,26.55016
-60.57431,-9.869745
-34.26201,-2.2383537
-24.579914,-18.63258
-17.966496,58.94663
10.538599,-63.63238
-8.445607,-18.196085
-29.196592,-22.031343
-34.08903,-2.2606986
58.191795,17.827736
41.287315,-6.0789194
-52.861908,24.81579
-9.986817,-70.100876
-12.637744,10.987373
40.450375,-3.4303298
-15.586175,12.215116
47.976257,-19.403488
-40.52516,33.55656
-32.023804,-51.329582
14.203395,-29.39662
-17.829538,-4.955972
-10.515858,54.705414
11.302071,29.8915
50.553085,26.11119
-14.344165,31.47787
-46.532852,30.129683
45.5409,-39.044994
-21.663277,35.12044
67.167206,-7.3028626
-2.030313,-44.642193
29.796951,15.356216
-18.225912,59.054913
6.087103,36.828968
-3.8204126,-43.954548
51.17732,-27.443003
57.923187,-5.544897
3.0763385,-18.009024
30.213514,43.93605
-22.662544,35.414467
30.714977,14.317548
62.76721,-6.497983
-46.83124,29.925602
20.998152,49.39173
-26.462582,36.031178
12.116693,29.14861
40.197414,-42.533455
14.663976,-12.5373745
24.45873,-36.197792
41.707268,34.102165
-30.34548,-53.15195
-30.373085,-53.12606
-22.849403,-60.34618
54.996178,22.048
-54.281567,-21.835472
-7.640201,-42.524235
41.932194,-41.740906
-13.987677,-40.028343
17.570068,24.974588
14.127562,27.491539
50.0221,-33.183994
-58.859978,18.92481
-60.130955,-8.355111
17.437828,4.0063634
-23.652538,60.352165
10.301466,-52.616028
-26.461107,36.031086
-52.729435,24.973896
-53.138462,-1.9711251
62.500793,-6.447571
-16.050022,32.723743
35.603912,7.6650157
-55.17855,-21.0914
11.868726,51.251648
-55.17553,-21.093254
-8.629636,9.434605
25.57164,-37.27282
-26.462582,36.031178
58.42759,17.340364
-35.9887,-29.47272
-41.073093,-1.3210522
-25.57364,35.930717
-34.991768,-47.567722
37.97746,3.1523244
-14.970869,-39.622456
8.4463005,51.264828
56.94883,6.054367
6.069218,-48.547024
-4.734251,8.377683
14.870817,51.001217
-37.943542,-34.04894
40.87854,-4.793485
-58.41895,19.339674
-13.738538,11.449472
-53.76664,-22.230255
47.575745,-36.94445
-33.336212,-2.3512323
63.67665,-6.669189
-7.81802,-19.93597
41.62144,-7.1376796
-7.283863,-20.682867
26.169622,-37.856728
-35.355892,18.489393
23.70431,-35.507927
47.732613,-36.742386
-52.68969,-22.994246
-30.568134,58.60192
-0.37092474,-2.896641
-27.58859,15.747275
-62.91109,15.292572
-13.998677,31.342533
-44.99989,31.12016
-35.750492,-29.093746
-7.8212895,-19.924585
28.146994,45.415222
-26.87224,36.067577
-51.1578,-24.027197
51.089405,-26.600672
30.03946,15.084165
32.71124,-42.547108
2.303171,51.171658
-2.488251,51.634098
-2.2937155,51.600986
57.64519,18.846703
23.142996,-13.288798
-24.454264,-18.566671
66.47411,-7.1791005
7.144875,51.22637
